trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
122,0,122,0,256.77973429998383,,256.7512058999855,5,256.77973429998383,256.77973429998383,0.01548379985615611,258.76908660004847,[-0.134],[0.048],[1],[0],[0],[2.0023906999267638],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
123,0,123,0,258.79926320002414,,258.7713840000797,5,258.79926320002414,258.79926320002414,0.01182930008508265,260.7374645001255,[-0.456],[-0.386],[1],[0],[0],[1.9541393998079002],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
124,0,124,0,260.78476439998485,,260.73966850014403,10,260.78476439998485,260.78476439998485,0.023256799904629588,262.1725337000098,[-0.046],[-0.286],[1],[0],[0],[1.4095340000931174],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
125,0,125,0,262.20307229994796,,262.17476360010915,5,262.20307229994796,262.20307229994796,0.0108880999032408,264.2744783000089,[-0.332],[0.232],[1],[0],[0],[2.08879780001007],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
126,0,126,0,264.3053657000419,,264.27667980012484,5,264.3053657000419,264.3053657000419,0.015208299970254302,265.75933549995534,[-0.452],[0.14],[1],[0],[0],[1.4674716999288648],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
127,0,127,0,265.8066773000173,,265.76148660015315,10,265.8066773000173,265.8066773000173,0.022192700067535043,267.57827860000543,[0.236],[0.42],[1],[0],[0],[1.7945868000388145],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
128,0,128,0,267.62541830004193,,267.5804968001321,10,267.62541830004193,267.62541830004193,0.021978599950671196,269.8133298000321,[-0.096],[-0.428],[1],[0],[0],[2.2108418999705464],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
129,0,129,0,269.8611715999432,,269.8154841000214,10,269.8611715999432,269.8611715999432,0.022682700073346496,271.2649304000661,[0.124],[-0.302],[1],[0],[0],[1.4267351999878883],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
130,0,130,0,271.31282250001095,,271.26718860003166,10,271.31282250001095,271.31282250001095,0.025913799880072474,272.90115920011885,[0.41],[-0.436],[1],[0],[0],[1.6079275999218225],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
131,0,131,0,272.93135099997744,,272.903371399967,5,272.93135099997744,272.93135099997744,0.011853800155222416,274.3520397001412,[-0.438],[0.224],[1],[0],[0],[1.4367408000398427],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
132,0,132,0,274.3995245001279,,274.3541842000559,10,274.3995245001279,274.3995245001279,0.021758400136604905,276.30400390014984,[0.344],[0.086],[1],[0],[0],[1.9280526998918504],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
133,0,133,0,276.3346613999456,,276.306274499977,5,276.3346613999456,276.3346613999456,0.014040099922567606,278.2558283000253,[0.054],[-0.308],[1],[0],[0],[1.9354326999746263],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
134,0,134,0,278.28739019995555,,278.258077400038,5,278.28739019995555,278.28739019995555,0.01085890014655888,279.9424725000281,[0.282],[-0.452],[1],[0],[0],[1.6735363998450339],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
135,0,135,0,279.97256450005807,,279.94464670005254,5,279.97256450005807,279.97256450005807,0.013229399919509888,281.4269803999923,[-0.184],[-0.036],[1],[0],[0],[1.4691089000552893],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
136,0,136,0,281.4572686001193,,281.4290960000362,5,281.4572686001193,281.4572686001193,0.010578799992799759,282.7117805001326,[-0.476],[0.152],[1],[0],[0],[1.2720406998414546],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
137,0,137,0,282.7589428999927,,282.71400750009343,10,282.7589428999927,282.7589428999927,0.02230690000578761,285.9656754001044,[-0.022],[-0.016],[1],[0],[0],[3.229364400031045],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
138,0,138,0,286.0125368000008,,285.96787540009245,10,286.0125368000008,286.0125368000008,0.024212300078943372,287.75085680000484,[0.066],[0.204],[1],[0],[0],[1.7586280000396073],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
139,0,139,0,287.78127239993773,,287.7530207999516,5,287.78127239993773,287.78127239993773,0.011989299906417727,289.3023288999684,[0.23],[0.364],[1],[0],[0],[1.5372669000644237],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
140,0,140,0,289.3494568001479,,289.30445950012654,10,289.3494568001479,289.3494568001479,0.025155199924483895,291.60391209996305,[-0.492],[0.024],[1],[0],[0],[2.2742218000348657],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
141,0,141,0,291.63556840014644,,291.6061120000668,5,291.63556840014644,291.63556840014644,0.010712799848988652,293.5404873001389,[0.44],[-0.01],[1],[0],[0],[1.9236494000069797],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
142,0,142,0,293.57035759999417,,293.54266949999146,5,293.57035759999417,293.57035759999417,0.011112499982118607,295.17518889997154,[-0.394],[0.188],[1],[0],[0],[1.6213724999688566],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
143,0,143,0,295.2223980000708,,295.17734719999135,10,295.2223980000708,295.2223980000708,0.024075200082734227,296.40996520011686,[-0.348],[0.106],[1],[0],[0],[1.2085473001934588],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
144,0,144,0,296.44007190014236,,296.4121431000531,5,296.44007190014236,296.44007190014236,0.011444900184869766,297.8781612000894,[-0.128],[-0.12],[1],[0],[0],[1.4542696999851614],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
145,0,145,0,297.90904249995947,,297.8805897999555,5,297.90904249995947,297.90904249995947,0.010265100048854947,299.2624564000871,[-0.228],[0.114],[1],[0],[0],[1.371539199957624],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
146,0,146,0,299.3104121000506,,299.2646401999518,10,299.3104121000506,299.3104121000506,0.02212810004130006,301.0982006001286,[0.326],[0.396],[1],[0],[0],[1.8114370999392122],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
147,0,147,0,301.1291487000417,,301.100403000135,5,301.1291487000417,301.1291487000417,0.010958099970594049,302.9502020000946,[-0.318],[0.372],[1],[0],[0],[1.8387787998653948],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
148,0,148,0,302.99773530010134,,302.95240089995787,10,302.99773530010134,302.99773530010134,0.021451599895954132,304.88597950013354,[0.06],[-0.24],[1],[0],[0],[1.9121027998626232],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
149,0,149,0,304.9330593999475,,304.8881429999601,10,304.9330593999475,304.9330593999475,0.021679600002244115,306.3710545001086,[0.21],[0.076],[1],[0],[0],[1.4611204001121223],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
150,0,150,0,306.41838079993613,,306.37328690011054,10,306.41838079993613,306.41838079993613,0.02091689989902079,307.9882028999273,[-0.294],[0.208],[1],[0],[0],[1.5940809999592602],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
151,0,151,0,308.0193833000958,,307.9903702000156,10,308.0193833000958,308.0193833000958,0.020567300030961633,310.14060309994966,[0.374],[-0.364],[1],[0],[0],[2.129735699854791],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
152,0,152,0,310.17197320004925,,310.14279139996506,5,310.17197320004925,310.17197320004925,0.01134330010972917,312.2270319000818,[0.136],[0.458],[1],[0],[0],[2.072861900087446],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
153,0,153,0,312.25799449998885,,312.2291854999494,5,312.25799449998885,312.25799449998885,0.010728999972343445,313.9123410000466,[-0.496],[0.314],[1],[0],[0],[1.6724089998751879],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
154,0,154,0,313.94315099995583,,313.91453840001486,5,313.94315099995583,313.94315099995583,0.010904500028118491,316.04807349992916,[-0.13],[-0.162],[1],[0],[0],[2.1226124002132565],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
155,0,155,0,316.09545619995333,,316.05031680013053,10,316.09545619995333,316.09545619995333,0.025204999838024378,318.06637280015275,[-0.4],[0.46],[1],[0],[0],[1.990922800032422],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
156,0,156,0,318.1142665001098,,318.07075820001774,10,318.1142665001098,318.1142665001098,0.031387099996209145,320.2366323999595,[0.25],[-0.374],[1],[0],[0],[2.135047499788925],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
157,0,157,0,320.2664072001353,,320.2387918001041,5,320.2664072001353,320.2664072001353,0.01283499994315207,322.00503140012734,[0.154],[0.008],[1],[0],[0],[1.7533395998179913],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
158,0,158,0,322.05200910009444,,322.0072238999419,10,322.05200910009444,322.05200910009444,0.021379699930548668,323.7398701000493,[0.352],[0.346],[1],[0],[0],[1.7111935999710113],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
159,0,159,0,323.7871086001396,,323.74205020000227,10,323.7871086001396,323.7871086001396,0.02857699990272522,325.29178049997427,[0.356],[0.18],[1],[0],[0],[1.521067599998787],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
160,0,160,0,325.3223794000223,,325.29604470008053,5,325.3223794000223,325.3223794000223,0.014116500038653612,326.9936708000023,[-0.152],[0.116],[1],[0],[0],[1.6855438998900354],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
161,0,161,0,327.04082560003735,,326.99593969993293,10,327.04082560003735,327.04082560003735,0.022209399845451117,329.4295662001241,[-0.476],[-0.172],[1],[0],[0],[2.4114069000352174],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
162,0,162,0,329.4769623000175,,329.4318787001539,10,329.4769623000175,329.4769623000175,0.023860800080001354,332.1327013000846,[-0.38],[0.372],[1],[0],[0],[2.6770821001846343],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
163,0,163,0,332.16305390000343,,332.134924300015,5,332.16305390000343,332.16305390000343,0.010808500228449702,333.8175548000727,[-0.048],[0.08],[1],[0],[0],[1.6717870000284165],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
164,0,164,0,333.8480017001275,,333.8196952000726,5,333.8480017001275,333.8480017001275,0.01326810009777546,335.2021779001225,[-0.018],[0.09],[1],[0],[0],[1.3691374000627548],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
165,0,165,0,335.25002910010517,,335.2043499001302,10,335.25002910010517,335.25002910010517,0.021244199946522713,336.88728619995527,[-0.202],[0.274],[1],[0],[0],[1.6616674000397325],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
166,0,166,0,336.9184771999717,,336.8894565999508,5,336.9184771999717,336.9184771999717,0.013499800115823746,338.5739370000083,[-0.248],[0.102],[1],[0],[0],[1.6709463999141008],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
167,0,167,0,338.6037465999834,,338.57628559996374,5,338.6037465999834,338.6037465999834,0.01125249988399446,340.20790409995243,[0.386],[0.144],[1],[0],[0],[1.6203885001596063],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
168,0,168,0,340.25552220013924,,340.2102682001423,10,340.25552220013924,340.25552220013924,0.02172790002077818,341.67607029993087,[0.276],[0.43],[1],[0],[0],[1.4439316999632865],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
169,0,169,0,341.72388119995594,,341.67822040012106,10,341.72388119995594,341.72388119995594,0.021901600062847137,345.29681230010465,[0.024],[0.052],[1],[0],[0],[3.5966888999100775],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
170,0,170,0,345.34433820005506,,345.2989761000499,10,345.34433820005506,345.34433820005506,0.02021980006247759,347.3326542000286,[0.352],[-0.172],[1],[0],[0],[2.01345119997859],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
171,0,171,0,347.3800103000831,,347.33481870009564,10,347.3800103000831,347.3800103000831,0.02455869992263615,348.76750810001977,[0.192],[-0.226],[1],[0],[0],[1.4080093998927623],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
172,0,172,0,348.8150013999548,,348.7697075000033,10,348.8150013999548,348.8150013999548,0.024426199961453676,350.38616700004786,[0.1],[-0.324],[1],[0],[0],[1.592113000107929],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
173,0,173,0,350.4162045000121,,350.3884902000427,5,350.4162045000121,350.4162045000121,0.014895800035446882,351.97181660006754,[0.14],[0.072],[1],[0],[0],[1.5684847000520676],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
174,0,174,0,352.0013534000609,,351.97444160003215,5,352.0013534000609,352.0013534000609,0.015319699887186289,353.3397093000822,[0.292],[0.216],[1],[0],[0],[1.3500115000642836],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
175,0,175,0,353.3867693999782,,353.3418342000805,10,353.3867693999782,353.3867693999782,0.024268000153824687,355.95865879999474,[-0.444],[-0.4],[1],[0],[0],[2.5925314999185503],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
176,0,176,0,356.0061781001277,,355.96087990002707,10,356.0061781001277,356.0061781001277,0.021514999913051724,357.9273155000992,[0.38],[0.344],[1],[0],[0],[1.944997499929741],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
177,0,177,0,357.9582641001325,,357.92961099999957,5,357.9582641001325,357.9582641001325,0.012575800064951181,360.99707729998045,[-0.308],[-0.276],[1],[0],[0],[3.054874900029972],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
178,0,178,0,361.044816599926,,360.9994526000228,10,361.044816599926,361.044816599926,0.028826000168919563,362.61551439994946,[-0.068],[0.14],[1],[0],[0],[1.587176000000909],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
179,0,179,0,362.6469080999959,,362.6177228000015,5,362.6469080999959,362.6469080999959,0.01032880018465221,364.4015069999732,[-0.048],[-0.26],[1],[0],[0],[1.7735792000312358],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
180,0,180,0,364.4317755999509,,364.40376020013355,5,364.4317755999509,364.4317755999509,0.0146828000433743,365.9867994999513,[0.198],[0.004],[1],[0],[0],[1.56848210003227],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
181,0,181,0,366.01727740000933,,365.98898080014624,5,366.01727740000933,366.01727740000933,0.014486399944871664,367.5878900999669,[0.128],[-0.136],[1],[0],[0],[1.5843974999152124],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
182,0,182,0,367.61893510003574,,367.5900294999592,5,367.61893510003574,367.61893510003574,0.01145999995060265,369.17299620015547,[0.172],[0.268],[1],[0],[0],[1.5714694999624044],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
183,0,183,0,369.203938000137,,369.17512909998186,5,369.203938000137,369.203938000137,0.010787799954414368,370.7586519999895,[0.138],[0.04],[1],[0],[0],[1.5726489000953734],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
184,0,184,0,370.80586800002493,,370.76099240011536,10,370.80586800002493,370.80586800002493,0.021178000140935183,373.01032590004615,[-0.484],[-0.03],[1],[0],[0],[2.228085800074041],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
185,0,185,0,373.04167890013196,,373.01265390007757,5,373.04167890013196,373.04167890013196,0.010968700051307678,375.2631695000455,[-0.028],[-0.274],[1],[0],[0],[2.2394574999343604],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
186,0,186,0,375.31061640009284,,375.26530999992974,10,375.31061640009284,375.31061640009284,0.021859500091522932,377.51610499992967,[0.1],[-0.482],[1],[0],[0],[2.2289332000073045],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
187,0,187,0,377.54666120000184,,377.51827190001495,5,377.54666120000184,377.54666120000184,0.01094030006788671,379.70179089996964,[0.278],[0.436],[1],[0],[0],[2.172581800026819],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
188,0,188,0,379.7322209000122,,379.7040160000324,5,379.7322209000122,379.7322209000122,0.010909799952059984,381.78729170002043,[-0.12],[-0.276],[1],[0],[0],[2.0723655000329018],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
189,0,189,0,381.83453120011836,,381.78941840003245,10,381.83453120011836,381.83453120011836,0.02156040002591908,383.5221675999928,[0.084],[-0.132],[1],[0],[0],[1.7111750999465585],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
190,0,190,0,383.5533531999681,,383.5244197000284,5,383.5533531999681,383.5533531999681,0.010890700155869126,386.693050700007,[-0.092],[-0.178],[1],[0],[0],[3.1576549999881536],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
191,0,191,0,386.7232788000256,,386.69521480007097,5,386.7232788000256,386.7232788000256,0.010955199832096696,388.29389049997553,[-0.186],[0.196],[1],[0],[0],[1.5878337000031024],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
192,0,192,0,388.32433580001816,,388.2992933001369,5,388.32433580001816,388.32433580001816,0.01466520014218986,389.963084399933,[-0.194],[-0.19],[1],[0],[0],[1.649902299977839],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
193,0,193,0,390.01028269995004,,389.96524440008216,10,390.01028269995004,390.01028269995004,0.021740900119766593,391.81512459996156,[0.046],[0.068],[1],[0],[0],[1.8280867000576109],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
194,0,194,0,391.8457826001104,,391.8173541999422,5,391.8457826001104,391.8457826001104,0.013834699988365173,393.78445790009573,[0.432],[0.03],[1],[0],[0],[1.953029999975115],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
195,0,195,0,393.81465820013545,,393.78662639996037,5,393.81465820013545,393.81465820013545,0.01072410005144775,395.80260880012065,[-0.436],[-0.424],[1],[0],[0],[2.005244799889624],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
196,0,196,0,395.83342460007407,,395.8055394999683,5,395.83342460007407,395.83342460007407,0.011030200170353055,397.8214776001405,[-0.404],[0.42],[1],[0],[0],[2.0049136001616716],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
197,0,197,0,397.8524863999337,,397.8236080999486,5,397.8524863999337,397.8524863999337,0.01077999989502132,399.68999430001713,[-0.388],[0.372],[1],[0],[0],[1.8555416001472622],[],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
198,0,198,0,399.7206472000107,,399.6922768999357,5,399.7206472000107,399.7206472000107,0.010596400126814842,401.59207520005293,[-0.066],[-0.318],[1],[0],[0],[1.8890251000411808],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
199,0,199,0,401.62332720006816,,401.5942180000711,5,401.62332720006816,401.62332720006816,0.010385400149971247,403.360972299939,[-0.374],[0.08],[1],[0],[0],[1.7563664999324828],['target'],579803,001,2024-10-01_23h36.53.055,VisualSearchTask,2024.1.5,None,2024-10-01 23h36.57.707411 +0530,
