trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
179,0,179,0,255.15277440007776,,255.0919553001877,10,255.15277440007776,255.15277440007776,0.03717519994825125,256.4056433001533,[0.42],[0.204],[1],[0],[0],[1.2769661999773234],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
180,0,180,0,256.45351510006003,,256.4086828001309,10,256.45351510006003,256.45351510006003,0.026219299994409084,257.79086390021257,[-0.114],[-0.1],[1],[0],[0],[1.3561114000622183],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
181,0,181,0,257.8548854000401,,257.7964803001378,10,257.8548854000401,257.8548854000401,0.03933560010045767,259.25912550021894,[-0.452],[0.314],[1],[0],[0],[1.4239639998413622],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
182,0,182,0,259.3406751002185,,259.26424330007285,10,259.3406751002185,259.3406751002185,0.048062599962577224,260.66149430000223,[-0.218],[0.332],[1],[0],[0],[1.3498737998306751],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
183,0,183,0,260.70822150004096,,260.66447560000233,10,260.70822150004096,260.70822150004096,0.026967199984937906,262.5639926001895,[0.468],[-0.232],[1],[0],[0],[1.8726386001799256],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
184,0,184,0,262.61096970015205,,262.569409100106,5,262.61096970015205,262.61096970015205,0.01925510005094111,263.9323428000789,[0.478],[0.35],[1],[0],[0],[1.344386100070551],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
185,0,185,0,263.9791563001927,,263.9379482001532,5,263.9791563001927,263.9791563001927,0.019091200083494186,265.45019230013713,[-0.06],[0.012],[1],[0],[0],[1.4939772998914123],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
186,0,186,0,265.51391110010445,,265.4538446001243,10,265.51391110010445,265.51391110010445,0.03393050003796816,267.10122300009243,[0.07],[-0.292],[1],[0],[0],[1.613692799815908],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
187,0,187,0,267.1318684001453,,267.1061174001079,5,267.1318684001453,267.1318684001453,0.016990700038149953,268.4363805002067,[-0.362],[0.334],[1],[0],[0],[1.3137594000436366],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
188,0,188,0,268.5006497001741,,268.4395507001318,10,268.5006497001741,268.5006497001741,0.03410970000550151,270.186842400115,[0.09],[0.378],[1],[0],[0],[1.7134300000034273],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
189,0,189,0,270.23521810001694,,270.1899155001156,10,270.23521810001694,270.23521810001694,0.02721150009892881,271.7401125000324,[-0.322],[-0.17],[1],[0],[0],[1.5232017000671476],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
190,0,190,0,271.77019430021755,,271.7431159000844,5,271.77019430021755,271.77019430021755,0.014480800135061145,273.22545510018244,[-0.404],[-0.23],[1],[0],[0],[1.4680931000038981],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
191,0,191,0,273.27186070010066,,273.22839190019295,10,273.27186070010066,273.27186070010066,0.026511899894103408,274.7927695000544,[0.438],[-0.092],[1],[0],[0],[1.5379702001810074],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
192,0,192,0,274.82365830009803,,274.7969979001209,5,274.82365830009803,274.82365830009803,0.014727399917319417,276.0115885999985,[0.332],[0.5],[1],[0],[0],[1.2000431998167187],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
193,0,193,0,276.0749992001802,,276.01551110018045,10,276.0749992001802,276.0749992001802,0.02783619984984398,277.3125650000293,[0.064],[0.236],[1],[0],[0],[1.269680199911818],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
194,0,194,0,277.34310000017285,,277.3162547000684,5,277.34310000017285,277.34310000017285,0.01662350003607571,278.63201430020854,[-0.104],[0.02],[1],[0],[0],[1.2992000998929143],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
195,0,195,0,278.69510230002925,,278.6375676000025,10,278.69510230002925,278.69510230002925,0.03632339998148382,279.7658312001731,[-0.044],[-0.064],[1],[0],[0],[1.0925853000953794],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
196,0,196,0,279.81300190021284,,279.770193700213,5,279.81300190021284,279.81300190021284,0.027613600017502904,281.06968060019426,[0.488],[0.418],[1],[0],[0],[1.272645000135526],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
197,0,197,0,281.131180500146,,281.07295370008796,10,281.131180500146,281.131180500146,0.035493200179189444,282.40182700008154,[-0.35],[-0.07],[1],[0],[0],[1.2937185999471694],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
198,0,198,0,282.4320663001854,,282.4051049000118,5,282.4320663001854,282.4320663001854,0.018594299908727407,283.55353010003455,[-0.192],[0.126],[1],[0],[0],[1.1300210000481457],['target'],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
199,0,199,0,283.60051510017365,,283.55906110000797,5,283.60051510017365,283.60051510017365,0.02234719996340573,285.0707272000145,[0.186],[-0.076],[1],[0],[0],[1.4900777998846024],[],160453,001,2024-10-01_23h48.14.046,VisualSearchTask,2024.1.5,None,2024-10-01 23h48.19.809534 +0530,
